id,name,email,home_address,dob,card_last4,member_since,tier,churn_risk
MEM-0188,Chen Martin,chen.martin188@example.com,"200 Cedar Blvd, Ann Arbor, MI 43848",1959-05-16,2039,2024-03-01,golden_goose,0.38
MEM-0189,DeShawn Wilson,deshawn.wilson189@example.com,"731 Orchard Ave, Akron, OH 47261",1986-09-28,9516,2016-05-01,standard,0.2
MEM-0190,Mabel Kim,mabel.kim190@example.com,"138 Ferry St, Findlay, OH 47032",1972-06-20,6679,2023-01-01,standard,0.08
MEM-0191,Fatima Walker,fatima.walker191@example.com,"412 Summit Ave, Akron, OH 45690",1993-02-03,2031,2015-09-01,standard,0.08
MEM-0192,DeShawn Smith,deshawn.smith192@example.com,"190 Prairie Ln, Findlay, OH 49616",2003-07-21,7020,2021-06-01,standard,0.15
MEM-0193,Jerome Brown,jerome.brown193@example.com,"736 Canal Rd, Ann Arbor, MI 43118",1959-04-23,2786,2021-05-01,standard,0.34
MEM-0194,Jamal Wilson,jamal.wilson194@example.com,"420 Prairie Ln, Bowling Green, OH 43817",1980-02-25,3347,2025-08-01,standard,0.23
MEM-0195,Tina Brzezinski,tina.brzezinski195@example.com,"899 Canal Rd, Sandusky, OH 49490",1963-06-24,5278,2022-02-01,standard,0.08
MEM-0196,Jamal Miller,jamal.miller196@example.com,"478 Ferry St, Findlay, OH 44500",1957-03-28,6370,2019-02-01,standard,0.37
MEM-0197,Carlos King,carlos.king197@example.com,"719 Canal Rd, Fort Wayne, IN 45486",1989-04-24,8912,2018-08-01,standard,0.3
MEM-0198,Nellie Hill,nellie.hill198@example.com,"210 Elm Ct, Sandusky, OH 45732",1956-10-07,5642,2015-04-01,standard,0.3
MEM-0199,Luis Ramirez,luis.ramirez199@example.com,"417 Harbor Rd, Toledo, OH 43198",1989-12-21,6934,2025-03-01,standard,0.04
MEM-0200,Keiko Hernandez,keiko.hernandez200@example.com,"833 Cedar Blvd, Toledo, OH 48328",1969-03-04,2669,2024-05-01,standard,0.01
MEM-0201,Pearl Brown,pearl.brown201@example.com,"813 Harbor Rd, Dayton, OH 45098",1955-01-08,8255,2022-12-01,standard,0.21
MEM-0202,Yosef Anderson,yosef.anderson202@example.com,"779 Summit Ave, Ann Arbor, MI 44651",1992-02-22,5957,2016-01-01,golden_goose,0.14
MEM-0203,Mo Hernandez,mo.hernandez203@example.com,"517 Elm Ct, Toledo, OH 47599",1983-07-08,4650,2024-02-01,standard,0.23
MEM-0204,Tomasz Okafor-Reyes,tomasz.okafor.reyes204@example.com,"707 Elm Ct, Sandusky, OH 45112",1982-08-08,2412,2023-12-01,standard,0.1
MEM-0205,Carlos Brzezinski,carlos.brzezinski205@example.com,"632 Foundry St, Columbus, OH 45002",1982-12-03,3250,2017-01-01,standard,0.37
MEM-0206,Nadia Osei,nadia.osei206@example.com,"258 Harbor Rd, Kalamazoo, MI 47346",1976-11-26,8720,2016-02-01,standard,0.06
MEM-0207,Aisha Ramirez,aisha.ramirez207@example.com,"714 Balloon Way, Sandusky, OH 48708",1998-01-20,2572,2024-06-01,standard,0.29
MEM-0208,Margaret Walker,margaret.walker208@example.com,"197 Canal Rd, Dayton, OH 49559",1993-08-20,7841,2024-11-01,standard,0.01
MEM-0209,Yuki Martin,yuki.martin209@example.com,"708 Lakeview Dr, Erie, PA 44409",1993-04-25,5335,2017-08-01,standard,0.05
MEM-0210,Kitty Thompson,kitty.thompson210@example.com,"270 Ferry St, Sandusky, OH 44463",1980-11-23,4890,2019-09-01,standard,0.25
MEM-0211,Nellie Tanaka,nellie.tanaka211@example.com,"913 Summit Ave, Ann Arbor, MI 46269",1989-07-11,3836,2017-07-01,standard,0.32
MEM-0212,Ingrid Martinez,ingrid.martinez212@example.com,"603 Airline Rd, Kalamazoo, MI 48512",1971-01-09,5881,2024-07-01,standard,0.4
MEM-0213,Otis Womack,otis.womack213@example.com,"808 Airline Rd, Columbus, OH 44850",1988-12-15,1984,2025-02-01,standard,0.15
MEM-0214,Otis Johnson,otis.johnson214@example.com,"329 Ferry St, Sandusky, OH 43533",1975-04-04,8872,2018-04-01,standard,0.35
MEM-0215,Jamal Robinson,jamal.robinson215@example.com,"687 Cedar Blvd, Columbus, OH 48993",1975-12-11,8596,2018-08-01,standard,0
MEM-0216,Zoe White,zoe.white216@example.com,"515 Meadow Ln, Dayton, OH 46807",1976-04-04,3918,2019-04-01,golden_goose,0.32
MEM-0217,Ingrid Lewis,ingrid.lewis217@example.com,"714 Willow Pass, Bowling Green, OH 49340",2000-02-24,9036,2020-06-01,standard,0.26
MEM-0218,Mabel Harris,mabel.harris218@example.com,"617 Elm Ct, Sandusky, OH 43201",1990-08-09,6558,2016-11-01,standard,0.23
MEM-0219,Ray Jackson,ray.jackson219@example.com,"927 Meadow Ln, Findlay, OH 43998",2003-10-05,6275,2019-12-01,standard,0.12
MEM-0220,Ximena Walker,ximena.walker220@example.com,"258 Ferry St, Erie, PA 49149",2002-03-24,5683,2017-11-01,standard,0.29
MEM-0221,Greg Jackson,greg.jackson221@example.com,"26 Ferry St, Columbus, OH 48342",1986-12-02,9817,2022-12-01,standard,0.29
MEM-0222,Ximena Davis,ximena.davis222@example.com,"793 Lakeview Dr, Ann Arbor, MI 47608",1994-09-23,4004,2023-09-01,standard,0.31
MEM-0223,Stan Harris,stan.harris223@example.com,"119 Ferry St, Akron, OH 45659",1959-10-02,4064,2020-05-01,standard,0.09
MEM-0224,Fatima Flores,fatima.flores224@example.com,"603 Orchard Ave, Bowling Green, OH 43739",1998-09-24,8025,2018-04-01,golden_goose,0.33
MEM-0225,Vera Lewis,vera.lewis225@example.com,"959 Summit Ave, Erie, PA 47850",1989-11-19,6535,2021-06-01,standard,0.22
MEM-0226,Chen Jackson,chen.jackson226@example.com,"199 Elm Ct, Toledo, OH 47813",1958-03-03,5218,2025-04-01,standard,0.4
MEM-0227,Rosa Brown,rosa.brown227@example.com,"514 Maple St, Findlay, OH 44535",1978-01-27,5700,2017-12-01,golden_goose,0.07
MEM-0228,Nellie Adams,nellie.adams228@example.com,"369 Balloon Way, Columbus, OH 45794",1992-06-24,3457,2022-03-01,standard,0.34
MEM-0229,Ernesto Adams,ernesto.adams229@example.com,"226 Balloon Way, Kalamazoo, MI 43002",1999-01-10,7203,2021-09-01,standard,0.1
MEM-0230,Yosef Kim,yosef.kim230@example.com,"703 Elm Ct, Sandusky, OH 46865",1994-09-02,9811,2018-01-01,standard,0.08
MEM-0231,Dolores Osei,dolores.osei231@example.com,"416 Oak Ave, South Bend, IN 45095",2001-09-15,2563,2022-02-01,standard,0.05
MEM-0232,Paloma Nowak,paloma.nowak232@example.com,"916 Airline Rd, Akron, OH 43331",1958-01-17,6805,2018-01-01,standard,0.37
MEM-0233,Luis Hernandez,luis.hernandez233@example.com,"848 Ferry St, Dayton, OH 46523",1961-07-06,1893,2015-10-01,standard,0.21
MEM-0234,Arthur Sanchez,arthur.sanchez234@example.com,"761 Prairie Ln, Sandusky, OH 43716",1999-12-25,1534,2018-02-01,golden_goose,0.35
MEM-0235,Lamar Harris,lamar.harris235@example.com,"165 Harbor Rd, Fort Wayne, IN 43423",1979-10-20,6254,2025-02-01,standard,0.07
MEM-0236,Nellie Lewis,nellie.lewis236@example.com,"28 Willow Pass, Fort Wayne, IN 49876",1956-01-03,1462,2020-12-01,standard,0.31
MEM-0237,Rosa Davis,rosa.davis237@example.com,"292 Willow Pass, Columbus, OH 43030",1964-05-20,8659,2020-11-01,standard,0.28
MEM-0238,Kitty Thompson,kitty.thompson238@example.com,"311 Lakeview Dr, Ann Arbor, MI 45844",1989-10-16,8666,2015-06-01,standard,0.13
MEM-0239,Rosa Al-Sayed,rosa.al.sayed239@example.com,"184 Balloon Way, Akron, OH 43051",1966-10-02,4920,2018-08-01,standard,0.21
MEM-0240,Luis Perez,luis.perez240@example.com,"836 Orchard Ave, Kalamazoo, MI 46695",1994-12-05,4246,2017-10-01,standard,0.3
MEM-0241,Mo Lopez,mo.lopez241@example.com,"459 Meadow Ln, Findlay, OH 49450",2002-05-06,6765,2017-03-01,standard,0.18
MEM-0242,Nadia Lopez,nadia.lopez242@example.com,"465 Lakeview Dr, Columbus, OH 46486",1955-12-17,3848,2019-07-01,standard,0.34
MEM-0243,Otis Al-Sayed,otis.al.sayed243@example.com,"832 Cedar Blvd, Erie, PA 47711",1996-01-08,3106,2021-12-01,standard,0.01
MEM-0244,Carlos Lopez,carlos.lopez244@example.com,"259 Balloon Way, Bowling Green, OH 47478",1989-09-24,1894,2015-11-01,standard,0.34
MEM-0245,Ernesto Brown,ernesto.brown245@example.com,"40 Prairie Ln, Bowling Green, OH 47070",1970-12-21,7140,2025-02-01,standard,0.12
MEM-0246,Linda Johnson,linda.johnson246@example.com,"262 Cedar Blvd, Bowling Green, OH 49337",1958-10-26,1754,2019-03-01,standard,0.27
MEM-0247,Greg Smith,greg.smith247@example.com,"586 Maple St, Akron, OH 47170",1958-01-04,8758,2016-06-01,standard,0.11
MEM-0248,Vera Tanaka,vera.tanaka248@example.com,"48 Balloon Way, Sandusky, OH 45979",1972-06-26,5102,2023-11-01,standard,0.17
MEM-0249,Yuki Lee,yuki.lee249@example.com,"102 Orchard Ave, Akron, OH 44608",1966-04-07,8164,2023-08-01,standard,0.23
MEM-0250,Otis Adams,otis.adams250@example.com,"662 Willow Pass, South Bend, IN 49940",1956-03-23,9301,2025-05-01,golden_goose,0.13
MEM-0251,Jerome Moore,jerome.moore251@example.com,"805 Meadow Ln, Findlay, OH 44813",1985-02-10,6889,2020-05-01,standard,0.19
MEM-0252,Arthur Anderson,arthur.anderson252@example.com,"236 Oak Ave, South Bend, IN 44818",1977-11-06,8167,2021-06-01,standard,0.15
MEM-0253,Dolores Kim,dolores.kim253@example.com,"657 Balloon Way, Erie, PA 46199",1970-06-04,2291,2024-10-01,standard,0.34
MEM-0254,Greg Lopez,greg.lopez254@example.com,"347 Balloon Way, Ann Arbor, MI 48883",1991-01-04,9100,2016-12-01,standard,0.18
MEM-0255,Aisha Martin,aisha.martin255@example.com,"395 Canal Rd, Toledo, OH 49553",1995-09-26,3613,2024-03-01,golden_goose,0.09
MEM-0256,Ivan Okafor-Reyes,ivan.okafor.reyes256@example.com,"316 Ferry St, Dayton, OH 49412",1965-03-04,4515,2025-08-01,golden_goose,0.4
MEM-0257,Vera Smith,vera.smith257@example.com,"803 Orchard Ave, Columbus, OH 47238",1960-10-22,1756,2020-02-01,standard,0.18
MEM-0258,Dolores Smith,dolores.smith258@example.com,"76 Cedar Blvd, Fort Wayne, IN 45281",1973-05-01,7829,2015-09-01,standard,0.35
MEM-0259,Greg Moore,greg.moore259@example.com,"891 Lakeview Dr, Bowling Green, OH 44166",1979-07-21,7623,2015-11-01,standard,0.14
MEM-0260,Greg Johnson,greg.johnson260@example.com,"944 Prairie Ln, Findlay, OH 43029",1977-03-14,6708,2016-02-01,standard,0.14
MEM-0261,Jerome Clark,jerome.clark261@example.com,"489 Lakeview Dr, Kalamazoo, MI 44875",1992-02-26,4131,2019-03-01,standard,0.2
MEM-0262,Zoe Hill,zoe.hill262@example.com,"38 Summit Ave, Ann Arbor, MI 44023",1980-01-04,8738,2018-04-01,standard,0.14
MEM-0263,Aisha Adams,aisha.adams263@example.com,"131 Willow Pass, Bowling Green, OH 49093",2004-03-28,7756,2018-03-01,standard,0.1
MEM-0264,Jamal Baker,jamal.baker264@example.com,"592 Canal Rd, Bowling Green, OH 49707",1988-08-01,6884,2020-01-01,golden_goose,0.21
MEM-0265,Fatima Scott,fatima.scott265@example.com,"103 Meadow Ln, Dayton, OH 45438",1998-07-26,6400,2015-12-01,standard,0.23
MEM-0266,Wes Johnson,wes.johnson266@example.com,"112 Meadow Ln, Sandusky, OH 46505",2004-10-27,4138,2019-02-01,standard,0.05
MEM-0267,Arthur Womack,arthur.womack267@example.com,"992 Summit Ave, Columbus, OH 47373",1988-07-06,9790,2020-10-01,golden_goose,0.07
MEM-0268,DeShawn Okafor-Reyes,deshawn.okafor.reyes268@example.com,"938 Maple St, Ann Arbor, MI 43405",1981-08-19,2062,2023-05-01,standard,0.12
MEM-0269,Quinn Nguyen,quinn.nguyen269@example.com,"509 Balloon Way, Columbus, OH 49110",1975-08-11,7956,2016-12-01,golden_goose,0.3
MEM-0270,Lamar Lee,lamar.lee270@example.com,"623 Meadow Ln, South Bend, IN 45167",1985-01-01,5958,2023-10-01,standard,0.37
MEM-0271,Jamal Thomas,jamal.thomas271@example.com,"459 Willow Pass, South Bend, IN 48094",1971-06-09,2821,2016-05-01,standard,0.32
MEM-0272,Hannah Thomas,hannah.thomas272@example.com,"49 Oak Ave, Findlay, OH 44738",1984-02-02,9553,2016-05-01,standard,0.2
MEM-0273,Priya Scott,priya.scott273@example.com,"403 Foundry St, Akron, OH 45923",2000-04-16,6907,2015-03-01,standard,0.11
MEM-0274,Wes Osei,wes.osei274@example.com,"842 Canal Rd, Dayton, OH 48577",2001-04-13,4259,2022-09-01,standard,0.28
MEM-0275,Ingrid Patel,ingrid.patel275@example.com,"438 Elm Ct, Erie, PA 47378",1976-07-03,6255,2018-11-01,standard,0.1
MEM-0276,Pearl White,pearl.white276@example.com,"360 Meadow Ln, Kalamazoo, MI 47115",1997-09-22,4407,2023-08-01,standard,0.2
MEM-0277,Curtis Walker,curtis.walker277@example.com,"560 Summit Ave, Dayton, OH 46077",2000-07-23,2340,2018-03-01,standard,0.2
MEM-0278,Jerome Miller,jerome.miller278@example.com,"98 Balloon Way, Akron, OH 43992",1974-02-26,2414,2019-10-01,standard,0.33
MEM-0279,Keiko Allen,keiko.allen279@example.com,"963 Ferry St, Erie, PA 48121",1984-07-01,1197,2022-03-01,standard,0.12
MEM-0280,Margaret Smith,margaret.smith280@example.com,"298 Oak Ave, Akron, OH 47854",1971-09-20,3543,2022-10-01,standard,0.37
MEM-0281,Lamar Anderson,lamar.anderson281@example.com,"277 Lakeview Dr, Toledo, OH 49794",1959-12-09,2091,2022-11-01,standard,0.09
MEM-0282,Harriet Walker,harriet.walker282@example.com,"353 Orchard Ave, Dayton, OH 48325",1955-10-27,9425,2015-09-01,golden_goose,0.36
MEM-0283,Dolores Allen,dolores.allen283@example.com,"500 Balloon Way, Columbus, OH 48974",1965-09-15,4187,2022-01-01,standard,0.32
MEM-0284,Gus Allen,gus.allen284@example.com,"616 Ferry St, Columbus, OH 43684",1984-11-07,8319,2022-08-01,standard,0.29
MEM-0285,Mo Anderson,mo.anderson285@example.com,"856 Balloon Way, Akron, OH 49527",1989-03-03,5495,2016-12-01,standard,0.08
MEM-0286,Tina Jackson,tina.jackson286@example.com,"851 Willow Pass, Fort Wayne, IN 43493",1982-08-07,9198,2019-12-01,standard,0.13
MEM-0287,Ingrid Smith,ingrid.smith287@example.com,"313 Lakeview Dr, Dayton, OH 43153",1989-11-26,5297,2019-03-01,golden_goose,0.13
MEM-0288,Tina Martin,tina.martin288@example.com,"267 Lakeview Dr, Findlay, OH 48008",1980-03-12,7311,2016-02-01,standard,0.01
MEM-0289,Hannah Anderson,hannah.anderson289@example.com,"46 Summit Ave, Sandusky, OH 46738",1974-12-20,3816,2022-06-01,standard,0.13
MEM-0290,Aisha Scott,aisha.scott290@example.com,"216 Maple St, Bowling Green, OH 43421",1961-11-01,8324,2023-10-01,standard,0.15
MEM-0291,Bettye Sanchez,bettye.sanchez291@example.com,"415 Orchard Ave, Erie, PA 49579",1997-08-03,3781,2023-04-01,standard,0
MEM-0292,Mabel Kim,mabel.kim292@example.com,"446 Balloon Way, Kalamazoo, MI 47805",1994-06-12,9751,2024-09-01,standard,0.36
MEM-0293,Bob Miller,bob.miller293@example.com,"304 Foundry St, Bowling Green, OH 45399",1999-03-10,4951,2022-06-01,standard,0.04
MEM-0294,Linda Hill,linda.hill294@example.com,"185 Meadow Ln, Kalamazoo, MI 43379",1966-11-23,6506,2025-08-01,standard,0.31
MEM-0295,Ray Womack,ray.womack295@example.com,"797 Harbor Rd, Sandusky, OH 43146",1960-01-24,8237,2020-10-01,standard,0.39
MEM-0296,Flo Moore,flo.moore296@example.com,"277 Willow Pass, Dayton, OH 48913",1989-12-19,8719,2024-06-01,standard,0.33
MEM-0297,Ivan Nguyen,ivan.nguyen297@example.com,"778 Elm Ct, Ann Arbor, MI 49020",1982-02-23,8990,2021-03-01,standard,0.19
MEM-0298,Arthur Jackson,arthur.jackson298@example.com,"540 Lakeview Dr, Bowling Green, OH 43793",1978-07-23,4395,2021-11-01,standard,0.3
MEM-0299,Zoe Walker,zoe.walker299@example.com,"391 Harbor Rd, Sandusky, OH 46324",2000-08-17,2685,2018-02-01,standard,0.38
MEM-0300,Flo Miller,flo.miller300@example.com,"54 Maple St, Bowling Green, OH 44105",1987-11-16,3906,2018-02-01,standard,0.09
MEM-0301,Pearl Baker,pearl.baker301@example.com,"795 Maple St, Fort Wayne, IN 45639",1959-08-13,7216,2020-12-01,golden_goose,0.25
MEM-0302,Bettye Okafor-Reyes,bettye.okafor.reyes302@example.com,"307 Oak Ave, Kalamazoo, MI 43407",1970-06-07,1313,2016-07-01,standard,0.14
MEM-0303,Ingrid Wright,ingrid.wright303@example.com,"138 Lakeview Dr, Kalamazoo, MI 48704",2001-02-25,7355,2018-12-01,standard,0.22
MEM-0304,Chen Lee,chen.lee304@example.com,"632 Orchard Ave, Findlay, OH 45038",1966-11-09,4554,2025-03-01,standard,0.05
MEM-0305,Keiko King,keiko.king305@example.com,"361 Foundry St, Fort Wayne, IN 43784",1973-08-16,3080,2015-03-01,standard,0.01
MEM-0306,Wes Martin,wes.martin306@example.com,"236 Maple St, South Bend, IN 47405",1981-07-07,9312,2022-09-01,golden_goose,0.37
MEM-0307,Aisha Garcia,aisha.garcia307@example.com,"41 Harbor Rd, Erie, PA 45115",1957-05-19,4044,2023-01-01,standard,0.28
MEM-0308,Wes Smith,wes.smith308@example.com,"950 Ferry St, South Bend, IN 46788",1990-04-12,6499,2016-08-01,standard,0.37
MEM-0309,Luis Kowalczyk,luis.kowalczyk309@example.com,"497 Harbor Rd, Ann Arbor, MI 47181",1960-12-08,4096,2016-12-01,standard,0.38
MEM-0310,Bob Miller,bob.miller310@example.com,"349 Ferry St, Akron, OH 47297",1990-11-17,3387,2016-11-01,standard,0.36
MEM-0311,Umar Hill,umar.hill311@example.com,"33 Willow Pass, Sandusky, OH 46631",1998-10-01,3981,2020-09-01,standard,0.2
MEM-0312,Ray Garcia,ray.garcia312@example.com,"470 Canal Rd, South Bend, IN 44363",2003-03-14,8244,2021-12-01,golden_goose,0.36
MEM-0313,Bettye Hill,bettye.hill313@example.com,"952 Lakeview Dr, Toledo, OH 46171",1997-10-11,8386,2016-12-01,standard,0.26
MEM-0314,Aisha Allen,aisha.allen314@example.com,"986 Elm Ct, Dayton, OH 49472",2000-09-16,9743,2019-08-01,standard,0.11
MEM-0315,Jamal Thomas,jamal.thomas315@example.com,"72 Cedar Blvd, Kalamazoo, MI 44183",1964-06-07,3245,2024-06-01,golden_goose,0.26
MEM-0316,Ingrid Davis,ingrid.davis316@example.com,"628 Ferry St, Dayton, OH 43266",1976-08-25,6174,2018-08-01,standard,0.15
MEM-0317,Carlos Lee,carlos.lee317@example.com,"789 Maple St, Erie, PA 47007",1965-02-23,6237,2020-11-01,standard,0.39
MEM-0318,Arthur Flores,arthur.flores318@example.com,"644 Willow Pass, Fort Wayne, IN 49645",1974-03-15,2008,2020-06-01,standard,0.28
MEM-0319,Bettye Nguyen,bettye.nguyen319@example.com,"372 Meadow Ln, Kalamazoo, MI 48304",1989-10-22,6336,2015-04-01,golden_goose,0.2
MEM-0320,Arthur Womack,arthur.womack320@example.com,"570 Elm Ct, Toledo, OH 44885",1994-03-21,5775,2022-06-01,standard,0.39
MEM-0321,Bob Clark,bob.clark321@example.com,"422 Airline Rd, Findlay, OH 47128",1987-07-04,6773,2016-05-01,standard,0.4
MEM-0322,Otis Tanaka,otis.tanaka322@example.com,"916 Summit Ave, Toledo, OH 49486",1962-05-03,2301,2016-06-01,standard,0.2
MEM-0323,Otis Wilson,otis.wilson323@example.com,"328 Lakeview Dr, Akron, OH 46167",1960-08-02,9538,2020-08-01,standard,0.18
MEM-0324,Fatima Miller,fatima.miller324@example.com,"519 Airline Rd, Toledo, OH 48605",1979-04-09,1981,2019-01-01,standard,0.29
MEM-0325,Wes Lee,wes.lee325@example.com,"624 Maple St, Findlay, OH 44638",1960-04-06,2561,2024-08-01,standard,0.2
MEM-0326,Keiko White,keiko.white326@example.com,"621 Oak Ave, Dayton, OH 46159",2001-08-10,6296,2016-09-01,standard,0.15
MEM-0327,Arthur Kowalczyk,arthur.kowalczyk327@example.com,"898 Ferry St, South Bend, IN 44432",1977-04-20,8868,2021-05-01,standard,0.3
MEM-0328,Ivan Adams,ivan.adams328@example.com,"676 Lakeview Dr, Findlay, OH 43373",1955-05-15,1886,2024-06-01,standard,0.03
MEM-0329,Harriet Lopez,harriet.lopez329@example.com,"458 Orchard Ave, South Bend, IN 43434",1999-03-18,7636,2016-09-01,standard,0.17
MEM-0330,Luis Thompson,luis.thompson330@example.com,"337 Airline Rd, Bowling Green, OH 49985",1970-06-28,9176,2021-07-01,standard,0.01
MEM-0331,Harriet Wright,harriet.wright331@example.com,"106 Orchard Ave, Columbus, OH 48556",1967-01-18,5932,2018-04-01,standard,0.3
MEM-0332,Luis Brzezinski,luis.brzezinski332@example.com,"743 Prairie Ln, South Bend, IN 45282",1987-05-01,4952,2022-09-01,standard,0.08
MEM-0333,Umar Smith,umar.smith333@example.com,"729 Airline Rd, Columbus, OH 47240",2001-06-19,7240,2023-05-01,standard,0.24
MEM-0334,Jamal Nguyen,jamal.nguyen334@example.com,"100 Summit Ave, Dayton, OH 44746",1958-03-05,5645,2019-10-01,standard,0.35
MEM-0335,Priya Wilson,priya.wilson335@example.com,"720 Foundry St, Sandusky, OH 47469",1995-01-11,9993,2016-02-01,standard,0.14
MEM-0336,Arthur White,arthur.white336@example.com,"606 Cedar Blvd, Sandusky, OH 44147",1977-08-10,8216,2022-05-01,standard,0.32
MEM-0337,Ivan Sanchez,ivan.sanchez337@example.com,"731 Airline Rd, Erie, PA 44104",1987-05-15,9630,2024-04-01,standard,0.39
MEM-0338,Ivan Johnson,ivan.johnson338@example.com,"979 Canal Rd, Bowling Green, OH 48765",1983-01-02,5299,2022-06-01,standard,0.06
MEM-0339,Nellie Kowalczyk,nellie.kowalczyk339@example.com,"460 Oak Ave, Kalamazoo, MI 46073",1983-05-05,6157,2025-11-01,standard,0.06
MEM-0340,Bob King,bob.king340@example.com,"586 Oak Ave, Bowling Green, OH 49539",1977-07-11,5622,2023-02-01,standard,0.03
MEM-0341,Luis Adams,luis.adams341@example.com,"515 Airline Rd, Bowling Green, OH 49673",1958-07-18,6246,2021-11-01,golden_goose,0.11
MEM-0342,Keiko Green,keiko.green342@example.com,"733 Summit Ave, Erie, PA 45307",1995-05-17,8611,2016-07-01,standard,0.14
MEM-0343,Ernesto Garcia,ernesto.garcia343@example.com,"784 Meadow Ln, Dayton, OH 45531",1997-08-25,8764,2019-03-01,standard,0.36
MEM-0344,Otis Green,otis.green344@example.com,"295 Cedar Blvd, Toledo, OH 48584",1955-04-05,8942,2019-02-01,standard,0.07
MEM-0345,Otis Allen,otis.allen345@example.com,"541 Orchard Ave, Ann Arbor, MI 45235",1984-04-09,7412,2024-08-01,standard,0.31
MEM-0346,Greg Wright,greg.wright346@example.com,"725 Balloon Way, Toledo, OH 45765",1959-02-14,8791,2022-02-01,standard,0.23
MEM-0347,Kitty Wilson,kitty.wilson347@example.com,"936 Meadow Ln, Toledo, OH 49628",1978-08-01,9086,2020-06-01,standard,0.04
MEM-0348,Keiko Harris,keiko.harris348@example.com,"467 Ferry St, Fort Wayne, IN 49110",2000-10-19,2111,2025-02-01,standard,0.25
MEM-0349,Nellie Patel,nellie.patel349@example.com,"105 Ferry St, Erie, PA 45915",1982-10-04,7226,2023-11-01,standard,0.04
MEM-0350,Stan Nguyen,stan.nguyen350@example.com,"58 Canal Rd, Fort Wayne, IN 48334",1986-12-25,1951,2025-10-01,standard,0.1
MEM-0351,Aisha Torres,aisha.torres351@example.com,"670 Oak Ave, Akron, OH 46706",1988-11-14,6386,2023-08-01,standard,0.19
MEM-0352,Chen Thompson,chen.thompson352@example.com,"430 Orchard Ave, Dayton, OH 45112",1986-06-19,1468,2025-01-01,standard,0.03
MEM-0353,Jamal Smith,jamal.smith353@example.com,"469 Airline Rd, Dayton, OH 45840",1996-12-04,2546,2023-08-01,standard,0.02
MEM-0354,Wes Hernandez,wes.hernandez354@example.com,"434 Cedar Blvd, Ann Arbor, MI 46882",1976-02-09,6987,2020-02-01,standard,0.12
MEM-0355,Fatima Allen,fatima.allen355@example.com,"957 Foundry St, Erie, PA 44723",1965-12-16,3433,2023-04-01,standard,0.29
